"X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
1.7364750236925036e+02,2.8547199820291900e+02,9.1000250594114771e+00,-8.0035358588527306e+00,3.2048427523764396e+01,9.9843167288882939e-01,1.1231199490785308e-01,3.7724683478581307e+00,2.4055335450860625e+03,3.2908901318497240e-02
1.6299305039962451e+02,2.6390084396417120e+02,6.4236178828024242e+00,-3.2287998852432942e+00,1.7119900715611088e+01,6.2229976570071599e-01,1.2570252547214616e-01,4.6604474402227520e+00,1.8356509117398148e+03,5.3423012553755991e-02
1.8306698877379549e+02,2.9769474386174733e+02,8.8784348638115400e+00,8.6346740104856750e+00,2.8298361205622875e+01,7.0479949962444099e-01,9.7867131215983380e-02,3.0396723041785307e+00,2.3197573590908464e+03,3.4420497296485837e-02
1.7448872671272440e+02,2.6915848494290873e+02,6.9290076135092979e+00,-3.4962333616759533e+00,2.9850811950937057e+01,7.9320897789092204e-01,1.2860932498335728e-01,4.0834647053530322e+00,2.1709187233102652e+03,6.5847385050945784e-02
1.7342621649226163e+02,2.9409076189972262e+02,9.3392080675297073e+00,8.9294011689705499e-01,3.9273274152011297e+01,9.1025600782255023e-01,1.5053906696288250e-01,5.5290142137846185e+00,1.9331623682706613e+03,7.9537616764084371e-02
1.5555388889424094e+02,2.2410390371104532e+02,8.3452067491623758e+00,9.5009549832096560e+00,2.6018715118596027e+01,7.2687267754293028e-01,1.1288175073565558e-01,4.6257733787484092e+00,2.2416007691128725e+03,3.5123989355778783e-02
1.6726594325164956e+02,2.5361809585641180e+02,6.7836948480366868e+00,-2.1939797591305865e+00,1.8359812416061747e+01,6.4387369756711832e-01,1.6544807718889165e-01,2.5536239277575672e+00,2.4801997735598111e+03,4.5265895795290785e-02
1.8279885106678347e+02,2.4481067783229452e+02,7.9499540797560240e+00,8.3640621557121051e+00,3.8224521219145977e+01,6.7478271600266626e-01,1.0588605547757783e-01,4.6702097345594726e+00,2.2998515243964239e+03,2.5638977407393473e-02
1.8375441667498188e+02,2.8235067171187751e+02,9.9000723838268030e+00,-2.9648741892381114e+00,1.9004915507715335e+01,5.6964593669561925e-01,1.2279260574688849e-01,2.7621044179875720e+00,2.0671540138463097e+03,7.1758401734849486e-02
1.9894900494828744e+02,2.9781920691064937e+02,7.9945795566950713e+00,2.3278782752419005e+00,4.1717736652729116e+01,9.5294959139825575e-01,1.2087949752206337e-01,2.8892887385999484e+00,2.4654533501257119e+03,4.5386167864308796e-02
1.8231671383267951e+02,2.5836087245579608e+02,7.6922211747423059e+00,-1.6429981501410360e+00,2.5593939379932785e+01,8.8684474469298191e-01,1.3559894207716638e-01,3.0721975310794813e+00,1.9303442618881745e+03,5.5810558629105007e-02
1.5321061367331330e+02,2.3275821117008257e+02,6.6912528857072404e+00,-3.0008489905454461e-01,3.8839863442710403e+01,5.7384965991191250e-01,1.1714078145439159e-01,3.3538822669242876e+00,1.8852166990071828e+03,5.2557760012746382e-02
1.8865097888662083e+02,2.2409054583438939e+02,8.0145705204441562e+00,9.0347065009384409e-01,2.0705462843225867e+01,5.0504080573562893e-01,1.6561856434739763e-01,4.9394271494640325e+00,1.9251928573169791e+03,2.6398067013139789e-02
1.9970996836666041e+02,2.8511837194912079e+02,6.2631330605677817e+00,-5.7204360861435788e+00,2.4408166111024123e+01,6.8162859272824483e-01,1.4336538330873699e-01,4.6184230792826577e+00,2.2109118810333507e+03,7.1040863198253007e-02
1.5415366995449014e+02,2.4536389677496959e+02,8.5202232192494520e+00,-5.7646040495095585e+00,4.0776843191249611e+01,5.5977438661378964e-01,1.7304978751787406e-01,3.6138868391510330e+00,2.2629780487285216e+03,6.3331913189379738e-02
1.6124335826195519e+02,2.9843004577327832e+02,7.9680993236733242e+00,7.1275841325912879e+00,1.6733891342334271e+01,6.4876345284028214e-01,1.6922517269850801e-01,5.6902534726196992e+00,1.9630274000533464e+03,6.8226350693732063e-02
1.6513096924308243e+02,2.2365202209114730e+02,7.7695429758463757e+00,1.0006385713544752e+00,4.2230608815814264e+01,6.9917306840493076e-01,1.5508305572650946e-01,3.3572204185603258e+00,2.3316689784754349e+03,7.6952233742591969e-02
1.6086054142313026e+02,2.5165674003850859e+02,7.6372992928116581e+00,-6.7521514676934524e+00,3.6995923320659152e+01,7.3968983634506058e-01,1.0338265201724911e-01,3.3946769704459170e+00,2.3293287636054083e+03,7.9554821478019316e-02
1.8148323302876489e+02,2.6785177122290935e+02,6.1815746524837012e+00,2.3750613478934071e+00,1.9484559080122921e+01,9.4194781637467662e-01,8.6579980806782392e-02,4.0486679819166209e+00,2.2879514906252371e+03,6.4867960563135318e-02
1.7900766319896630e+02,2.7158956287214767e+02,7.7552331264570400e+00,-5.4459816102463821e+00,2.7000227172700178e+01,6.3705808778213768e-01,8.3108789235304487e-02,2.8058888728830214e+00,1.9909660871421215e+03,4.2868372321050494e-02
1.7335439298928736e+02,2.5440103438773130e+02,6.0566935262601396e+00,3.5905878572618022e+00,3.6103104835682672e+01,7.4393695072288490e-01,1.5445764075285290e-01,3.6775482998998421e+00,1.8501764208610307e+03,7.6256142779738315e-02
1.8479970512197954e+02,2.7894491091199865e+02,6.1692995781700954e+00,-1.9310904625605332e+00,1.8456817677805930e+01,9.5074315982510538e-01,1.5569705726337074e-01,3.7234183255158877e+00,1.8898351635165277e+03,5.8784432544674949e-02
1.8705497517757811e+02,2.2282545520371312e+02,7.8031684337160856e+00,-3.1868220616275655e+00,4.3031345877267469e+01,8.0582065388312307e-01,1.2529520844913367e-01,3.8026710378277171e+00,1.7407879881588935e+03,6.8676367986712228e-02
1.9684094413552737e+02,2.9532414226325386e+02,6.6754858388401352e+00,-9.6112445008724912e+00,1.8237512095027782e+01,8.9604430790956102e-01,1.5801754114313837e-01,3.2610955305946430e+00,1.8485258539678132e+03,7.1306600310725415e-02
1.9357240167699030e+02,2.3077113969165691e+02,8.3284967343613570e+00,-1.9298304700445890e+00,3.8944930731645059e+01,7.6000094060840850e-01,1.3391622688474236e-01,2.9145373468667675e+00,1.9576274444093424e+03,7.6090758188882501e-02
1.6965900604900838e+02,2.3649549426735493e+02,6.9733354003075929e+00,7.4542346919433591e+00,2.9436482732063489e+01,9.7850513976463327e-01,1.2395815421113589e-01,3.9484774739865700e+00,2.0399193340937518e+03,4.3880847865271647e-02
1.8146240843644549e+02,2.3321178665662262e+02,8.9858216234784969e+00,9.7162613844174537e+00,3.3604965372908097e+01,7.8155494787849955e-01,1.5198270070618347e-01,4.7385875306109941e+00,2.3604198609299751e+03,7.3369676705676873e-02
1.9567646609473562e+02,2.4466965703441733e+02,7.0814989778334105e+00,-4.7375159867996697e+00,2.2631704174618058e+01,5.3947592221438234e-01,9.4312198377554640e-02,3.6321144646320156e+00,2.0013945330281874e+03,3.0042908821754769e-02
1.9567005074539819e+02,2.7139761838281913e+02,6.0158619507437612e+00,4.6125203946940285e+00,2.2374710107714222e+01,7.2699118408800334e-01,1.1633856298665365e-01,2.6536244891626577e+00,2.3279119787484738e+03,4.4280142237203460e-02
1.5796929043816164e+02,2.9168843969775514e+02,9.5685599212991370e+00,3.3291718569373749e+00,4.0419383310101281e+01,9.9612427321855379e-01,1.1105002308133287e-01,3.6637830352324330e+00,1.9587760449524967e+03,5.0286891745712506e-02
1.7722190665336711e+02,2.5032617492991849e+02,8.8865605734574533e+00,-3.8895227531612875e-01,3.8046589669379955e+01,7.6715838904639777e-01,1.6638977472510588e-01,4.6828687897130461e+00,2.0451232000781879e+03,3.5281457714975338e-02
1.6018263359914025e+02,2.6700021266388399e+02,6.6634203224895332e+00,-4.3441600841657779e+00,3.0482798436308030e+01,7.6999634889990975e-01,1.1207318320229331e-01,4.9631867821527074e+00,1.7316721924953051e+03,3.4896606718726818e-02
1.9278975787238451e+02,2.7521022859945288e+02,8.6108057211433646e+00,-9.2626132749437176e+00,3.0914453739387870e+01,5.3941650775769556e-01,1.2925898033370053e-01,4.9152251782130296e+00,2.2529131243466272e+03,5.0823375973984931e-02
1.7175391738118208e+02,2.7240121334413982e+02,9.3887929148143847e+00,-8.0095950761925394e+00,4.1782557378293184e+01,7.0774577380294235e-01,1.2927260382102487e-01,3.5719212280876302e+00,2.3793222869368456e+03,2.8806154770614364e-02
1.6808322244621982e+02,2.7559618848165587e+02,8.7206682123609411e+00,-1.4965966929905363e+00,2.8434330875601823e+01,9.8160874470840109e-01,1.1339804654583635e-01,4.0267418974974909e+00,1.8433388244660584e+03,4.2361320335425563e-02
1.5010538076406337e+02,2.4625259365051886e+02,9.6776883347525242e+00,-6.6224131824490229e+00,3.9505933485817806e+01,5.8283839814348393e-01,1.7564000389427969e-01,5.3748799543681098e+00,2.3211115572581894e+03,3.1005595936831915e-02
1.6197167958914724e+02,2.9965043676129460e+02,9.8525131492058762e+00,8.9347735501384271e+00,2.5861781651381165e+01,7.0338972865185057e-01,1.0324712130812691e-01,5.3734702586277683e+00,2.1561418211859213e+03,3.7819323438366699e-02
1.6275781627242242e+02,2.4719910492140758e+02,6.2909358355009335e+00,8.8386227519957963e+00,3.3778190921377920e+01,6.7922398478379731e-01,1.6642240266232217e-01,2.8404168837204855e+00,2.3952738592000837e+03,7.3578832568521851e-02
1.7957671216400206e+02,2.5088213700073428e+02,7.4430006573483762e+00,-9.9197185427999823e+00,1.6364077509189052e+01,9.0602808809574042e-01,1.2895069746096538e-01,3.9411175956951747e+00,2.4607236493379660e+03,5.5356120866118533e-02
1.5846082624290725e+02,2.6717941124204123e+02,8.5951980587630405e+00,1.5475803900807872e+00,3.6795079849947399e+01,6.2189114953196434e-01,1.6082274264140484e-01,3.7566651468998695e+00,2.4250243839009627e+03,6.7229407546693792e-02
1.9886672295077562e+02,2.6046537535575317e+02,7.5032232670837331e+00,4.7251740156326285e+00,1.6734916955613208e+01,9.9935049666093390e-01,1.7812162208226909e-01,5.6698590029922959e+00,2.4686402051223995e+03,2.9021886108761288e-02
1.7414957578458387e+02,2.5707675438191052e+02,9.5631350688701602e+00,-7.9710324993641279e-02,4.1286292286457446e+01,9.8513874406166113e-01,1.0631237366205726e-01,5.0795029353308587e+00,2.3855768353209623e+03,2.7757682422238528e-02
1.8546538196718438e+02,2.6882687447082071e+02,8.0645548935456368e+00,-3.4507206802917745e+00,1.9781524912363789e+01,7.4255091391588424e-01,1.0532060137832290e-01,3.7547665589891919e+00,1.8862238209364036e+03,3.1487182216561216e-02
1.9789720693731556e+02,2.9176383427630725e+02,9.9547335726847130e+00,-4.3962451355554677e+00,2.2043088020889954e+01,6.3917161388688115e-01,8.5343340562741177e-02,4.5678653718873434e+00,2.4634414730879816e+03,6.8349115406853678e-02
1.8515088524416987e+02,2.7752582217920627e+02,9.1540604762899740e+00,6.8177576636837500e+00,3.7169444378642154e+01,5.0391307327183210e-01,9.7658348096361772e-02,4.2114743660195355e+00,2.0831709900758660e+03,6.6514399294491933e-02
1.9100892420718534e+02,2.8275088197663297e+02,8.7354617024487347e+00,-9.0100965982369594e+00,2.5864942620889703e+01,7.5250518018021340e-01,1.6823280349394173e-01,4.9677537926186108e+00,2.4445661958067753e+03,5.4292726127398459e-02
1.7409404629662720e+02,2.7326533749711086e+02,9.0659689344430703e+00,3.1204064532427935e+00,3.0776032763851646e+01,8.6422786699418996e-01,1.7942517924003965e-01,3.8592458892897370e+00,1.7354637239160675e+03,5.0512649407857865e-02
1.6032839427054580e+02,2.6692475869896327e+02,7.5376578443099342e+00,3.3321778995595785e+00,3.7329548574577586e+01,9.7341521937966147e-01,1.2759820419566281e-01,3.2745512544110649e+00,2.2955948344576295e+03,6.2464634885782022e-02
1.8755970489185444e+02,2.2943495976703662e+02,9.6655843669069927e+00,-1.6846949484674134e+00,2.4759660306817796e+01,7.0589929526557571e-01,1.3411066106511299e-01,5.8516720339788053e+00,1.8319696234063811e+03,6.1454834514995671e-02
1.9627654786234410e+02,2.8475150675375750e+02,6.2230223674650169e+00,1.2790149127985053e+00,4.1614818112278613e+01,5.7816435863462523e-01,1.6970722708679165e-01,2.8766286913753718e+00,2.1806854633419935e+03,3.1127386182245018e-02
1.8179616360354080e+02,2.9253120869312249e+02,7.5673197517036659e+00,-3.9486034054947439e-01,3.6254887756733282e+01,6.8177351314995571e-01,1.7310444818609827e-01,3.3332715599858620e+00,1.7234144633556025e+03,7.7727556083466348e-02
1.8010810310022720e+02,2.5162534669379585e+02,8.4914363469190928e+00,-1.5550222090168564e+00,3.6958708779720496e+01,7.2217807021322067e-01,1.4070075600109044e-01,3.6090864623395040e+00,2.0776833133235714e+03,2.7883248581939135e-02
1.8507524942194658e+02,2.4586643250757260e+02,6.9217905269979427e+00,1.5332370778398374e+00,2.7181695420689262e+01,5.6441505454504803e-01,1.2427108015146915e-01,3.9764424948797661e+00,2.0283154497189266e+03,7.2726978300301170e-02
1.5397074612260002e+02,2.9875658358897897e+02,6.1318178373543315e+00,1.0286479634383028e-01,2.8129662030266708e+01,6.6995197420146768e-01,1.7413508400671168e-01,4.9201222934023585e+00,2.1886028350824045e+03,2.6929179602509762e-02
1.6261664497082720e+02,2.5132104872261630e+02,9.8959312542155757e+00,6.4038335526935484e+00,3.9374246848093890e+01,5.6692479309772659e-01,8.7300019147730182e-02,2.6531100677962072e+00,1.8467259398618951e+03,2.9448922699252617e-02
1.8384878679707913e+02,2.3153934649353056e+02,7.8130777262908229e+00,7.6070662101659359e-01,3.2921945024918060e+01,5.1702296789557323e-01,1.6497068864904563e-01,2.5337802760615991e+00,1.7669816982877262e+03,6.2307893662061013e-02
1.6792262757897052e+02,2.7202521765437234e+02,6.1375524895805942e+00,-4.1597726254809020e+00,3.6051338002504536e+01,5.5753419831887119e-01,1.1399317186792063e-01,3.2355371253259948e+00,1.8928227665334559e+03,3.2995087099364412e-02
1.7100645965697754e+02,2.9161742897675822e+02,6.2085330211196323e+00,5.4567591193389386e+00,1.7068321944075116e+01,9.1805410937180110e-01,8.5226260282904406e-02,3.2120493129169709e+00,2.4896039604229572e+03,3.8807940436517439e-02
1.6606773688639876e+02,2.5604744718828056e+02,6.3250616972828047e+00,1.4506960233907495e+00,2.6615706337916592e+01,7.4543677222603144e-01,1.4429015263736689e-01,2.6116507382593270e+00,2.0218271283035949e+03,7.1360452182401349e-02
1.8993001868433964e+02,2.5703641385250751e+02,8.5615816819992823e+00,4.8030995235470861e+00,1.7865589620969676e+01,5.8538521197900062e-01,1.6418869593069121e-01,4.0144552418244537e+00,2.2955249734187796e+03,7.4153920618574232e-02
1.7877811263444713e+02,2.4240886713386845e+02,7.9667301897944149e+00,9.2608625693648641e+00,2.4568336147875975e+01,7.7976488452731418e-01,1.4457270494013813e-01,3.6689044514944622e+00,2.3254330755498549e+03,5.6033286829643619e-02
1.6643594739109753e+02,2.9821531801884288e+02,8.6959636368685693e+00,2.4469406693282671e+00,4.2015395743232887e+01,6.4316060115669638e-01,8.2313968449933189e-02,3.1269688627778192e+00,2.0646813355894051e+03,4.2175084235267904e-02
1.9858413279985450e+02,2.4200341251067573e+02,9.3724398273207772e+00,-4.1461734460803523e+00,2.8012008014563239e+01,7.8805588422616257e-01,1.0795000569376723e-01,4.2338623244831108e+00,1.8828261895836542e+03,5.4501289615328970e-02
1.7588137837131518e+02,2.9681742733474044e+02,6.9117715159061346e+00,8.0629315515292603e+00,3.7870963747234512e+01,6.0536591677314544e-01,1.3589311445277941e-01,4.1988422060814017e+00,1.8860871817561770e+03,4.9413639313000461e-02
1.5539101957196280e+02,2.7251708616208396e+02,7.2861546395282017e+00,7.1822813392729827e+00,2.5167326968712381e+01,5.5640331042613012e-01,9.1309430792568633e-02,5.1657005053736977e+00,2.4452045122725012e+03,6.6910457270299636e-02
1.9538944118350707e+02,2.8188964897087595e+02,7.4726249920890497e+00,4.0003944139124528e+00,4.0555068066461367e+01,5.1688608065313313e-01,1.1195650393470358e-01,4.6673069269524614e+00,2.2752962497604667e+03,7.1842237913116835e-02
1.8748723135881067e+02,2.3557689780485885e+02,6.9758169817257079e+00,6.6986469684341188e-02,2.5941869767857956e+01,9.5105874230114729e-01,1.2659984824015549e-01,2.7429518969401765e+00,1.9105579817326029e+03,4.1242689256174095e-02
1.7506534735276924e+02,2.2307130004583053e+02,9.8115752286046138e+00,-1.9670793656453167e+00,2.7006693828215703e+01,7.6206170003785889e-01,1.1828093955669322e-01,3.1557172690533450e+00,1.9904036329580781e+03,5.6814848555506996e-02
1.7572009844981341e+02,2.6457659332565129e+02,7.6803535078570393e+00,6.8674134051588744e+00,4.0999061738891761e+01,9.7699289403963918e-01,1.6751678312326168e-01,3.0899495610522347e+00,1.7708841555082829e+03,7.9596053596536043e-02
1.9558602370152116e+02,2.3725758635988848e+02,6.4877407384934145e+00,-3.6309237076600231e+00,2.3829211194753569e+01,7.3148854369051364e-01,9.7452631083404892e-02,2.6327828094648829e+00,1.9531392237969287e+03,6.8360933097443899e-02
1.8600572810165903e+02,2.9801430236592000e+02,7.7915539257032007e+00,-7.3093499874945067e-01,3.1820319841390763e+01,9.1410638257018517e-01,1.1909795593541132e-01,5.6920260249489019e+00,2.4640951373546250e+03,4.9625524791738068e-02
1.7935006543084484e+02,2.2297200822077662e+02,7.5079663439654380e+00,-5.1469622546081562e+00,4.0912809363334659e+01,5.1492221837771279e-01,1.4942519708844798e-01,5.6517110256208793e+00,2.3684290257618522e+03,7.1851504398352195e-02
1.9123084663628208e+02,2.3768528454564137e+02,7.8250302098636961e+00,-9.3666668526594421e-01,3.4285116866933564e+01,5.9552568974770015e-01,1.4852947421805990e-01,4.2438595563406860e+00,1.8277236423179090e+03,4.9060779504569954e-02
1.8560754085324623e+02,2.4713848960556541e+02,9.9760346184033803e+00,2.1569348636619523e+00,2.3103331204925517e+01,8.5781946618807858e-01,1.3558353794253308e-01,4.4974461624738922e+00,2.3101124882498048e+03,5.4050253802801207e-02
1.5743511373297738e+02,2.3259060341086564e+02,9.7469518026073896e+00,-2.2457200592244320e-01,3.2866846390753537e+01,9.9097037427829915e-01,1.2421114867330042e-01,3.9699250984095689e+00,2.0149123352531633e+03,7.8326038659406266e-02
1.9120285942332509e+02,2.3883850853377692e+02,6.8945555399818153e+00,5.5969909985755741e+00,2.7856533926865467e+01,6.7436326578237404e-01,1.5903340372966923e-01,3.4896498641356661e+00,1.8619605694126174e+03,4.2538639618623433e-02
1.7799303942709372e+02,2.4338276555934863e+02,7.0376492182058898e+00,-4.8249915281750422e+00,1.7450878498333271e+01,9.4117043007059953e-01,1.2066158439839160e-01,3.6075279892763992e+00,2.2343059500655877e+03,6.5320701335257331e-02
1.8267031416686848e+02,2.9459610115738911e+02,6.5197433354126106e+00,1.9223159010745317e+00,2.9982229799203324e+01,7.0046084349650561e-01,1.2057822543396890e-01,4.5192463118431903e+00,2.4427463463561817e+03,7.4454908132113459e-02
1.5099732525130460e+02,2.5674378590889637e+02,6.8635812555502058e+00,-8.6806585651616039e+00,4.3710803703263863e+01,5.8671321230205642e-01,1.4962373623903799e-01,3.0742010683977581e+00,2.4570996034248628e+03,5.3679251681013562e-02
1.8612784540959109e+02,2.3117465733923979e+02,6.4232329026794490e+00,-3.8820030181788034e+00,3.2230749521646707e+01,6.7347944472398114e-01,1.1547145995536258e-01,4.0679844368995113e+00,2.2726771391889865e+03,7.0668271460328502e-02
1.8722512109767104e+02,2.9174103242522790e+02,8.3523672404348854e+00,-1.7606502664065271e+00,2.3817169218408726e+01,7.8525590349852181e-01,9.6360172944978534e-02,2.6327933647415049e+00,1.9946267738011013e+03,5.6926667707689400e-02
1.6429687638564297e+02,2.9174505961710031e+02,9.3142250494453869e+00,8.6298556048062309e+00,3.9903175593474238e+01,7.6410815468341253e-01,1.6274472720289485e-01,2.5937138813249487e+00,1.9980127535305178e+03,4.7790121842450115e-02
